Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	17.1	18.0	18.9	583	629	668
2h	13.6	15.6	17.4	739	800	837
3h+	12.3	14.2	14.1	997	1141	1082
Kaikki	13.2	15.3	16.3	825	868	853
Lkm	1326.0	536.0	224.0	1326	536	224
