Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	28.2	24.0	26.0	718	673	698
2h	16.5	16.9	19.8	776	795	887
3h+	13.9	16.4	19.8	1084	1329	1172
Kaikki	16.4	19.4	23.0	880	793	780
Lkm	180.0	480.0	208.0	180	480	208
