Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	11.4	-	-	333	-	-
2h	11.2	9.4	-	618	614	-
3h+	-	11.5	-	-	1016	-
Kaikki	11.2	10.2	-	548	706	-
Lkm	25	25	-	25	25	-
