Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	10.0	-	-	302	-	-
2h	-	-	-	-	-	-
3h+	-	10.0	-	-	906	-
Kaikki	10.1	9.7	10.6	401	652	685
Lkm	10	14	6	10	14	6
