Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	20.4	20.6	22.4	548	560	598
2h	12.5	15.5	17.7	613	743	858
3h+	13.4	14.5	16.4	958	1003	1125
Kaikki	14.3	16.9	19.0	714	695	753
Lkm	986.0	516.0	206.0	986	516	206
