Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	8.8	-	-	438	-	-
3h+	-	5.9	6.5	-	566	621
Kaikki	8.8	6.2	6.5	469	482	557
Lkm	22	15	9	22	15	9
