Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	13.0	14.4	-	425	472
2h	-	11.6	11.8	-	606	632
3h+	-	9.8	9.1	-	833	823
Kaikki	10.3	11.2	10.8	691	602	658
Lkm	5	74.0	42.0	5	74	42
