Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	13.2	14.0	15.8	479	456	508
2h	11.0	10.1	10.8	577	564	610
3h+	9.8	9.1	10.5	740	715	804
Kaikki	11.0	11.3	12.3	594	532	583
Lkm	874.0	906.0	296.0	874	906	296
