Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	7.3	-	-	322	-
3h+	-	-	6.6	-	-	616
Kaikki	7.5	6.6	7.0	418	484	560
Lkm	6	20	14	6	20	14
