Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	13.6	14.2	15.1	464	499	515
2h	11.9	10.7	12.9	651	578	641
3h+	11.2	10.8	10.8	898	869	892
Kaikki	12.0	11.9	12.7	657	601	644
Lkm	582.0	404.0	218.0	582	404	218
