Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	-	7.6	-	-	513	-
3h+	-	5.8	-	-	720	-
Kaikki	-	6.4	4.7	-	585	572
Lkm	-	20.0	5	-	20	5
