Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	11.7	-	-	433	-
2h	8.8	9.1	-	499	532	-
3h+	-	-	7.1	-	-	652
Kaikki	8.8	8.2	7.5	499	506	575
Lkm	14	31	13	14	31	13
