Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	-	10.7	-	-	598	-
3h+	12.7	13.1	-	1147	1097	-
Kaikki	12.7	12.7	15.2	1147	852	1039
Lkm	24	30.0	4	24	30	4
