Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	12.4	14.7	15.5	435	420	508
2h	11.5	11.7	12.4	615	607	660
3h+	10.8	10.6	10.0	859	794	825
Kaikki	11.1	11.6	11.9	740	623	659
Lkm	438.0	136.0	58.0	438	136	58
