Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	11.1	10.1	10.4	517	471	507
3h+	10.3	7.4	-	859	708	-
Kaikki	10.6	8.7	10.7	688	534	485
Lkm	16.0	22.0	11	16	22	11
