Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	9.3	11.6	9.9	300	378	345
2h	8.2	9.0	9.1	464	458	435
3h+	7.7	7.6	7.7	579	574	586
Kaikki	8.2	8.6	8.4	453	489	485
Lkm	114.0	106.0	46.0	114	106	46
