Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	12.6	-	-	677	-	-
3h+	12.4	14.6	-	1023	1261	-
Kaikki	12.5	14.2	-	905	1090	-
Lkm	76.0	14	-	76	14	-
