Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	14.6	20.4	25.2	399	682	749
2h	15.6	15.7	17.9	763	752	805
3h+	12.3	14.6	16.7	944	1104	1082
Kaikki	13.3	16.8	20.9	823	804	816
Lkm	156.0	132.0	128.0	156	132	128
