Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	15.0	15.9	-	472	488
2h	-	10.8	9.5	-	556	501
3h+	-	10.1	8.1	-	794	629
Kaikki	-	12.2	11.8	-	547	508
Lkm	-	222.0	76.0	-	222	76
