Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	-	11.6	13.6	-	715	599
3h+	-	13.2	-	-	1010	-
Kaikki	-	12.6	13.4	-	830	790
Lkm	-	27.0	12	-	27	12
