Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	-	-	6.9	-	-	413
3h+	7.5	6.9	-	592	600	-
Kaikki	7.4	7.0	7.4	462	524	433
Lkm	17	17	12	17	17	12
