Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	11.5	15.8	16.8	414	519	541
2h	10.3	12.0	13.5	561	607	664
3h+	10.8	11.3	12.4	866	875	943
Kaikki	10.8	13.2	14.7	673	614	629
Lkm	144.0	194.0	100.0	144	194	100
