Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	14.6	17.1	18.3	479	530	566
2h	13.6	13.4	14.7	689	667	680
3h+	12.4	11.5	11.7	1000	867	877
Kaikki	13.1	13.5	14.3	770	672	692
Lkm	138.0	182.0	186.0	138	182	186
