Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	24.4	27.0	-	706	817
2h	-	19.0	25.1	-	940	1190
3h+	-	-	-	-	-	-
Kaikki	-	22.5	26.2	-	858	893
Lkm	-	75	37	-	75	37
