Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	11.6	13.6	11.4	438	482	460
2h	10.8	12.2	11.5	547	588	633
3h+	10.2	10.5	9.8	795	819	806
Kaikki	10.6	11.8	10.6	608	615	669
Lkm	338.0	108.0	58.0	338	108	58
