Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	9.3	-	-	554	-	-
3h+	9.7	-	-	726	-	-
Kaikki	9.9	7.6	-	625	557	-
Lkm	26.0	4	-	26	4	-
