Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	10.5	-	-	360	-	-
2h	8.6	9.1	-	501	521	-
3h+	-	6.3	-	-	611	-
Kaikki	9.1	8.1	-	450	540	-
Lkm	39	23	-	39	23	-
