Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	15.5	16.8	-	479	503
2h	-	11.5	12.3	-	531	552
3h+	-	12.1	12.1	-	781	741
Kaikki	-	13.3	13.9	-	515	545
Lkm	-	340.0	248.0	-	340	248
