Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	11.3	9.3	-	488	503	-
3h+	10.9	11.2	-	842	875	-
Kaikki	11.2	11.9	-	559	673	-
Lkm	108.0	21.0	-	108	21	-
