Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	9.0	10.3	10.4	297	357	375
2h	7.8	8.1	8.8	441	456	509
3h+	7.4	7.3	7.4	581	689	634
Kaikki	7.9	8.5	8.7	422	458	487
Lkm	198.0	230.0	120.0	198	230	120
