Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	17.0	18.4	23.2	592	622	712
2h	14.3	14.7	17.2	765	796	843
3h+	12.9	12.7	13.0	1037	1103	1168
Kaikki	13.9	14.2	16.2	843	862	899
Lkm	1016.0	154.0	68.0	1016	154	68
