Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	15.6	-	-	483	-
2h	13.6	12.1	11.2	711	671	594
3h+	-	11.7	-	-	860	-
Kaikki	12.7	12.9	12.9	731	642	711
Lkm	13	50.0	20	13	50	20
