Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	18.7	21.3	23.4	624	632	644
2h	15.7	15.4	16.2	802	782	815
3h+	13.5	14.4	14.7	1104	1097	1109
Kaikki	14.5	16.6	18.2	926	796	772
Lkm	1326.0	1222.0	666.0	1326	1222	666
