Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	12.2	13.6	15.3	493	451	516
2h	11.5	12.6	11.2	664	589	676
3h+	11.4	11.0	10.4	900	1098	934
Kaikki	11.5	12.2	11.7	745	639	693
Lkm	142.0	104.0	28.0	142	104	28
