Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	11.6	15.6	-	426	503	-
2h	11.4	-	-	569	-	-
Kaikki	11.4	12.3	10.5	543	501	481
Lkm	29.0	13	4	29	13	4
