Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	8.7	-	-	501	-	-
3h+	-	8.8	-	-	902	-
Kaikki	9.1	8.9	-	558	755	-
Lkm	13	12	-	13	12	-
