Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	6.9	-	-	291	-
2h	-	6.3	-	-	336	-
3h+	-	6.9	6.0	-	565	685
Kaikki	7.1	6.7	6.4	385	396	577
Lkm	6	32.0	10	6	32	10
