Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	12.0	14.6	15.4	376	458	427
2h	10.0	11.3	11.8	557	602	600
3h+	9.5	10.7	9.3	735	916	1024
Kaikki	10.2	11.7	11.7	550	647	605
Lkm	300.0	190.0	94.0	300	190	94
