Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	10.0	10.3	11.2	363	393	382
2h	9.0	9.4	9.4	454	503	522
3h+	9.1	9.0	9.3	713	758	709
Kaikki	9.1	9.3	9.6	534	582	530
Lkm	244.0	220.0	170.0	244	220	170
