Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	12.9	12.1	12.4	397	393	394
2h	9.7	9.5	9.4	503	510	539
3h+	9.5	8.6	9.1	737	725	742
Kaikki	10.0	9.8	10.0	533	517	531
Lkm	396.0	252.0	92.0	396	252	92
