Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	11.5	11.7	13.9	436	429	497
2h	10.5	12.2	12.0	550	607	603
3h+	9.5	-	9.0	792	-	809
Kaikki	10.1	11.4	10.7	622	522	658
Lkm	48.0	59	56.0	48	59	56
