Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	13.1	15.6	19.2	418	484	515
2h	11.7	13.3	14.2	547	627	654
3h+	10.6	11.7	-	839	858	-
Kaikki	11.7	13.5	16.8	547	605	569
Lkm	366.0	152.0	181	366	152	181
