Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Särkiniemi	2 h, kk	kt	3950	86000	2177	1971	1/3	ei	hyvä	F2013
Särkilahti	2h, kk, s, lasi...	kt	4750	123000	2589	2002	2/2	ei	hyvä	C
Särkilahti	2h, avok, s, parv	kt	4600	113500	2467	2000	1/5	on	hyvä	
Särkilahti	2h,kk,s	kt	4600	126500	2750	2000	3/6	on	hyvä	D2007
Särkiniemi	2 h, kk, kh, la...	kt	4150	63500	1530	1975	1/4	ei	hyvä	B2007
Särkiniemi	3h, k, s	rt	8000	266500	3331	2015	1/2	ei	hyvä	C2013
Särkiniemi	3h, k	kt	7400	118000	1595	1973	2/10	on	hyvä	C2013
Levänen	3h, k, s, kph, ...	rt	8700	125000	1437	1986	2/2	ei	hyvä	E2007
Särkilahti	3h, k, s, autoh...	kt	7750	187000	2413	2002	2/4	on	hyvä	F
Särkilahti	3h,k,s,aula (yj...	rt	8800	200000	2273	2000	1/2	ei	hyvä	D2007
Särkilahti	4h,k,s	rt	8800	195000	2216	2000	1/1	ei	hyvä	D2007
Särkiniemi	4h, k, 2 wc, ta...	ok	11450	184000	1607	1970	1/2	ei	hyvä	
Särkilahti	4h,k,s,työ...	rt	11500	265000	2304	2012	1/2	ei	hyvä	C2013
Särkilahti	4h, k, s	rt	9400	215000	2287	2006	1/2	ei	hyvä	D
Särkilahti	4h,k,s	rt	9300	200000	2151	1999	1/2	ei	hyvä	E2013
Särkiniemi	4h, tpk, khh, s	rt	9600	285000	2969	2019	1/2	ei	hyvä	B2018
Särkiniemi	4h,k,s	rt	10000	144500	1445	1970	1/1	ei	hyvä	E2018
Särkilahti	4h,k,s	rt	9400	220000	2340	2006	-1/2	ei	hyvä	D
Särkiniemi	5h,k,s,kph,khh,wc	ok	9900	152000	1535	1967		ei	tyyd.	D2018
Särkiniemi	4 mh, oh, k, s,...	ok	11600	259000	2233	1957		ei	hyvä	
Särkiniemi	4h,k	kt	8800	115000	1307	1973	5/10	on	tyyd.	C2007
