Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Haukipudas, keskusta	2h,k,s,lasitett...	kt	5000	84500	1690	2003	3/3	on	hyvä	C2013
Haukipudas	2h,k,s	rt	6300	74827	1188	1986	1/1	ei	hyvä	E2013
Haukipudas, keskusta	3h,tupak,khh,kp...	rt	7900	167700	2123	2020		ei	hyvä	
Haukipudas	3h,k,s	kt	6900	90500	1312	1998	2/2	ei	hyvä	D2007
Haukipudas	3h,k,kph/wc/s,v...	kt	6200	93000	1500	2000	1/3	on	hyvä	C2013
Haukipudas, santaholma	3h,k,ph,s	rt	7000	108000	1543	2000		ei	hyvä	B2007
Haukipudas	3h, k, kph/wc, ...	rt	7950	112000	1409	2001	1/1	ei	hyvä	D2007
Haukipudas, keskusta	3h, k, s	rt	7300	150000	2055	2017	1/1	ei	hyvä	D2013
Haukipudas, keskusta	5h,tupak,khh,kp...	rt	11000	221140	2010	2020		ei	hyvä	
Haukipudas	4h, k, kph, s, ...	ok	11300	135000	1195	1983	-1/2	ei	hyvä	
Haukipudas	4mh, oh, k, khh...	rt	13200	200000	1515	2001	-1/2	ei	hyvä	D2018
Haukipudas	4mh+takkah+oh+k...	ok	14250	175000	1228	1998	-1/1	ei	hyvä	
Haukipudas	4h,k,wc,kph,s,v...	ok	12400	99000	798	1971		ei	hyvä	
Haukipudas, santaholma	3mh, oh, k ,s, ...	rt	8600	129000	1500	2011		ei	hyvä	B2007
Haukipudas	7h, k, kph, khh...	ok	16400	188000	1146	2000	-1/2	ei	hyvä	
Haukipudas, siikasaari	4 h,k,s	rt	9500	84000	884	1982	1/2	ei	hyvä	A2007
