Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Pitäjänmäki	2h, k, kph, sau...	kt	5900	295000	5000	2005	1/3	on	hyvä	
Pitäjänmäki	1-2h+k+wc+kph	kt	7650	405000	5294	2009	3/3	on	hyvä	F2013
Pitäjänmäki	Oh, avok., mh, ...	kt	4400	225000	5114	2000	1/4	on	hyvä	B
Tali	2h, k, s, parveke	kt	5600	216552	3867	1998	1/4	ei	tyyd.	F2018
Tali	2h, avokeitti...	kt	6100	335000	5492	2014	6/7	on	hyvä	B2007
Pitäjänmäki	3h+k+parveke	kt	6600	293000	4439	1947	1/2	ei	hyvä	
Pitäjänmäki	3h, k, ph/s, er...	kt	8300	405000	4880	2008	2/7	on	hyvä	C2015
Pitäjänmäki	3h+avok.+kph-s-...	kt	7850	308341	3928	1998	3/5	on	hyvä	
Tali	3h, k, s, lasit...	kt	9600	538000	5604	2014	4/7	on	hyvä	B2007
Tali	3h,k,s	kt	8300	289000	3482	1997	1/1	on	tyyd.	F2013
Pitäjänmäki	3h, avok, kph, ...	kt	7150	340000	4755	2001	3/5	on	hyvä	E2013
