Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Toppilansalmi	1h, k, r.parv	kt	2650	90490	3415	2018	4/5	on	hyvä	C2013
Toppilansalmi	1h, k	kt	2850	91000	3193	2018	1/5	on	hyvä	C2013
Toppilansalmi	1h, k, r.parv	kt	2650	89500	3377	2018	2/5	on	hyvä	C2013
Toppilansalmi	1h, k, r.parv	kt	2650	89500	3377	2018	1/5	on	hyvä	C2013
Toppilansalmi	1h, k, r.parv	kt	2650	93000	3509	2018	5/5	on	hyvä	C2013
Toppilansalmi	1h, k, r.parv	kt	2650	94000	3547	2018	5/5	on	hyvä	
Toppilansalmi	1h, kt, r.parv	kt	2600	87327	3359	2019	4/5	on	hyvä	
Toppilansalmi	1h, kt, r.parv	kt	2600	90602	3485	2019	5/5	on	hyvä	
Toppilansalmi	1h, kt, r.parv	kt	2550	89206	3498	2019	5/5	on	hyvä	
Meri-toppila	1h+kk+s	kt	3350	47500	1418	1998	1/5	on	hyvä	C2007
Toppilansalmi	1h,kt,r.parv	kt	2600	90000	3462	2019	4/4	on	hyvä	
Toppilansalmi	1h,kt,r.parv	kt	2700	90000	3333	2019	4/4	on	hyvä	
Toppilansalmi	1h, k, r.parv	kt	2750	92000	3345	2018	5/5	on	hyvä	
Toppilansalmi	1h, k, alk, parv	kt	3150	96726	3071	2019	4/5	on	hyvä	
Toppilansalmi	1h, kt, r.parv	kt	2550	88266	3461	2019	4/5	on	hyvä	
Toppilansalmi	1h, kt, r.parv	kt	2750	88266	3210	2019	2/5	on	hyvä	
Toppilansalmi	1h, k, r.parv	kt	2650	91000	3434	2018	4/5	on	hyvä	
Toppilansalmi	1h, kt, r.parv	kt	2550	89206	3498	2019	5/5	on	hyvä	
Toppilansalmi	1h+kt+r.parv	kt	2950	93906	3183	2019	4/5	on	hyvä	
Toppilansalmi	1h+kt+r.parv	kt	2550	87326	3425	2019	3/5	on	hyvä	
Toppilansalmi	1h+kt+r.parv	kt	2550	88266	3461	2019	4/5	on	hyvä	
Toppilansalmi	1h, kt, alk, parv	kt	3250	96726	2976	2019	4/5	on	hyvä	
Toppilansalmi	1h, kt, r.parv	kt	2600	84506	3250	2019	1/5	on	hyvä	
Toppilansalmi	1h, kt, r.parv	kt	2600	89206	3431	2019	5/5	on	hyvä	
Toppilansalmi	1h, k, s	kt	4100	114000	2780	2014	2/8	on	hyvä	C2013
Meri-toppila	2h, k, s	kt	5400	60000	1111	1997	1/5	on	hyvä	B2007
Toppilansalmi	2h, k, kph/wc, ...	kt	4400	130000	2955	2018	3/5	on	hyvä	C2013
Toppilansalmi	2h, kt, parv.	kt	3650	127000	3479	2018	6/8	ei	hyvä	C2018
Toppilansalmi	2h+kt+parv	kt	3750	108006	2880	2019	1/5	on	hyvä	
Toppilansalmi	2h+k+parv	kt	3600	116157	3227	2019	5/5	on	hyvä	
Toppilansalmi	2h+kt+parv	kt	3950	118346	2996	2019	3/5	on	hyvä	
Toppilansalmi	2h+kt+parv	kt	3950	120226	3044	2019	4/5	on	hyvä	
Toppilansalmi	2h+kt+r.parv	kt	4050	119286	2945	2019	4/5	on	hyvä	
Meri-toppila	2h,kk,kh,s,p	kt	4800	59000	1229	1994	4/4	ei	hyvä	F2013
Toppilansalmi	2h, k, kph, parv.	kt	3950	124500	3152	2018	2/5	on	hyvä	
Toppilansalmi	2-3h,k,s	kt	6050	184000	3041	2015	-1/5	on	hyvä	C2013
Toppilansalmi	2h, kt, parv.	kt	3650	127000	3479	2018	6/8	ei	hyvä	C2018
Taskila	2h, k, s	rt	6000	111000	1850	1989	1/1	ei	hyvä	D2007
Toppilansalmi	2h+kt+parv.	kt	3700	113500	3068	2018	3/8	on	hyvä	
Toppilansalmi	2h+k+s	kt	5100	237500	4657	2017	14/16	on	hyvä	C2013
Meri-toppila	1h+tk+s	kt	4300	55000	1279	1994	1/5	ei	hyvä	F2013
Toppilansalmi	1h,k,kph,s,parvi	kt	6200	192500	3105	2014	2/13	on	hyvä	C2013
Toppilansalmi	2h, k, kph, s, ...	kt	4600	185000	4022	2018	5/7	on	hyvä	C2013
Toppilansalmi	2h,kk,s	kt	5100	143000	2804	2012	5/8	on	hyvä	D2013
Meri-toppila	2h+kk+ph+s+parv	kt	4550	63850	1403	1998	1/5	on	hyvä	C2007
Toppilansalmi	2h,k,s	kt	4700	168000	3574	2014	3/3	on	hyvä	B2007
Toppilansalmi	2h, k, s, lasit...	kt	5750	175000	3043	2014	2/6	on	hyvä	B2013
Toppilansalmi	3h, k, s	kt	6850	165000	2409	2012	1/8	on	hyvä	D2013
Toppilansalmi	3h, k, kph/wc, ...	kt	7200	213500	2965	2012	7/8	on	hyvä	A2007
Toppilansalmi	3h,k,s	kt	7700	338000	4390	2014	10/13	ei		C2013
Toppilansalmi	3h, k, s	kt	7250	155000	2138	2012	1/8	on	hyvä	D2013
Toppilansalmi	3h, k, kph, ran...	kt	6150	164500	2675	2017	2/8	on	hyvä	C2013
