Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Ylästö	3h+k+s	rt	8000	254000	3175	1994	1/1	ei	hyvä	
Ylästö	3h+k+s	rt	8000	250000	3125	1994	1/1	ei	tyyd.	
Ylästö	3h, k, s, kph	rt	8450	282000	3337	2004	-1/2	ei	hyvä	
Ylästö	4 h, k, s, kh	ok	10800	270000	2500	1970		ei	tyyd.	E2018
Ylästö	4h+k+tkh+kä...	rt	15200	539000	3546	2007	3/3	ei	hyvä	
Ylästö	5h,k,s,pukuh,ph...	ok	11500	278000	2417	1972	1/1	ei	tyyd.	
Ylästö	4h, k, khh, kph...	ok	15500	410000	2645	2006	-1/1	ei	hyvä	
Ylästö	4h,k,s,kh/wc,er...	rt	9450	359500	3804	1999	1/1	ei	hyvä	F2013
Ylästö	3-4h, k, kph, s...	rt	8800	370000	4205	2001	2/2	ei	hyvä	
Ylästö	4h,k,khh,kh,s,e...	ok	11900	320000	2689	1997		ei	tyyd.	D2018
Ylästö	4h,k,s,tv-huone	ok	14200	570000	4014	2012	-1/1	ei	hyvä	B2007
Ylästö	4h,k,saunaos.,t...	ok	12600	385000	3056	1986	-1/2	ei	tyyd.	
Ylästö	4h+k+s	rt	9800	309000	3153	2002	1/2	ei	hyvä	B2013
Ylästö	5h, k, kph/ khh...	rt	13300	441000	3316	2006	1/1	ei	hyvä	D
