Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Keskusta	1h,kk,alk,kph,s...	kt	3600	102000	2833	2003	2/4	on	hyvä	D2007
Keskusta	1h,kk,kph	kt	3100	47000	1516	1963	1/2	ei		D2007
Keskusta	1h, alk, psh, l...	kt	2850	136300	4782	2019	4/6	on	hyvä	C
Harjunsalo	1h, alk, tk, kp...	kt	3250	95000	2923	2016	1/7	on	hyvä	
Mäntyveräjä	1h, k	kt	3200	53500	1672	1972	2/3	ei	tyyd.	D2007
Keskusta	2h, kk, vh, kph	kt	5150	67000	1301	1967	2/3	ei	hyvä	
Keskusta	2h, k, s, ph, w...	kt	6000	127000	2117	2000	1/4	on	hyvä	E2018
Mäntyveräjä	2h,k,kph,vh,las...	kt	5500	73000	1327	1970	3/3	ei	hyvä	E2007
Keskusta	2h,k,kph,s,las....	kt	4600	124000	2696	2002	2/5	on		B2007
Pikkola	2h,k,s	rt	6200	102000	1645	1974	1/1	ei		C2007
Mäyrävuori	2h, k, s, ph, w...	rt	6100	98000	1607	1986	1/1	ei	hyvä	E2018
Keskusta	2h,kk,kph,s,las...	kt	4600	135150	2938	2006	3/4	on		D2018
Keskusta	2k, k, kph, wc, vh	kt	5400	118000	2185	1990	2/3	on	hyvä	
Keskusta	2h, kk, ph, s, ...	kt	4650	130000	2796	2007	2/4	on	hyvä	E2013
Pikonkangas	2h,k,kph,s,wc,vh,p	kt	5100	95000	1863	1990	2/2	ei		D2007
Keskusta	2-3h, k, s, ph,...	kt	6500	176000	2708	2004	2/5	on	hyvä	E
Keskusta	2h, k, ph/wc, vh	kt	5350	85000	1589	1954	2/3	ei	hyvä	F2013
Keskusta	2h+kt+s+kph+vh+...	kt	4950	162000	3273	2013	3/4	on	hyvä	
Keskusta	2h,kk,s	kt	4600	144934	3151	2003	4/4	on	hyvä	D2007
Pikonkangas	2h, k, s, ph, w...	kt	5050	107000	2119	1990	1/2	ei	hyvä	D2007
Pikonkangas	2h, k, ph, s, w...	kt	5150	85000	1650	1990	2/2	ei	tyyd.	D2007
Mäyrävuori	2h, k, ph, s, v...	rt	6000	110000	1833	1980	1/1	ei	hyvä	E2007
Keskusta	2h,k,s	kt	6000	168000	2800	2003	4/4	on	hyvä	E2018
Keskusta	2h, k, vh	kt	5350	86700	1621	1954	1/3	ei	hyvä	F
Keskusta	2h, kk, kph, vh...	kt	4400	81000	1841	1971	3/3	on	hyvä	F
Keskusta	2h, k, kh, vh	kt	5350	79000	1477	1954	1/3	ei	hyvä	F2013
Mäntyveräjä	2h+k+s+vh	rt	5900	174000	2949	2016	1/1	ei	hyvä	C2013
Mäntyveräjä	2h, k, kph/wc, ...	kt	5450	80000	1468	1970	2/3	ei	hyvä	E2007
Keskusta	2h, k, kph, s, vh	kt	6300	165000	2619	2007	3/4	on	hyvä	C2018
Pikkola	2h, k, kp, p	kt	5700	68046	1194	1980	2/2	ei	tyyd.	G2013
Keskusta	2h, k, kph, s	kt	5600	135000	2411	2003	1/4	on	hyvä	E2007
Keskusta	3h, k, kph, s, ...	kt	7600	230000	3026	2013	-1/4	on	hyvä	
Keskusta	3h,k,vh,kph,las...	kt	7600	115000	1513	1976	3/5	on		E2018
Mäyrävuori	3h,k,s	rt	8200	149274	1820	1986	1/1	ei		E2018
Rekiälä	3h+k+s	rt	8500	170000	2000	1987	1/2	ei		
Mäntyveräjä	2-3h, k, vh, er...	rt	6200	132000	2129	1974	1/1	ei	hyvä	
Keskusta	3h, k, s, ph, w...	kt	7200	162500	2257	1991	2/3	on	hyvä	D2007
Keskusta	3h, k, s, khh/p...	kt	7900	318000	4025	2019	3/6	on	hyvä	C
Keskusta	3h, k, s, psh, ...	kt	6550	259800	3966	2019	4/6	on	hyvä	C
Keskusta	3h+k+s	kt	7800	264500	3391	2019	4/4	on	hyvä	C2013
Kasvitarhan alue	3h,kt,kph,s,wc	rt	7600	219000	2882	2019	1/2	ei	hyvä	C2018
Rekiälä	3h+k+s	rt	7950	157000	1975	1998	1/2	ei	hyvä	
Keskusta	3h, k, rt, s, k...	kt	10750	245000	2279	2013	1/4	on	hyvä	
Kasvitarhan alue	3h,kt,kph,s,wc	rt	7600	219000	2882	2019	1/2	ei	hyvä	C2018
Keskusta	3h,k,s	rt	7100	199800	2814	2019	1/1	ei	hyvä	C2018
Keskusta	3h, k, kph, vh	kt	7550	96000	1272	1975	1/5	on	hyvä	
Ranta-koivisto	3h, k, s, ph, k...	rt	10600	225000	2123	1991	1/1	ei	hyvä	
Kasvitarhan alue	3h,kt,kph,s,wc	rt	7600	219000	2882	2019	1/2	ei	hyvä	C2018
Keskusta	3h+k+s+kph/wc+wc	kt	9550	245000	2565	2013	-1/4	on	hyvä	
Keskusta	3h, k, kph, s, wc	kt	7250	160000	2207	1990	4/4	on	hyvä	C2007
Keskusta	3h,k,kph,s,vh,piha	kt	7800	207000	2654	2013	1/4	on	hyvä	B2007
Kasvitarhan alue	3h, k, ph, s, w...	rt	7400	186000	2514	2007	2/2	ei	hyvä	D2007
