Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Tuomarila	1h+kk	kt	3400	108000	3176	1983	5/6	on	tyyd.	D2007
Tuomarila	1h,k,s,piha	rt	4200	152500	3631	1991	1/1	ei	tyyd.	D2007
Suvela	1h+avok+alkovi+...	kt	3650	141000	3863	2004	1/4	on	hyvä	E2013
Suvela	1H+KK	kt	3350	91350	2727	1973	3/9	on	tyyd.	E2007
Tuomarila	1h, s, las. parv.	kt	4000	158000	3950	2007	1/4	on	hyvä	C2018
Suvela	1h+k+kph	kt	3400	89250	2625	1973	1/8	on	hyvä	F
Jouppi	2h+k	kt	6100	117000	1918	1976	3/5	on	hyvä	
Suna	2h+k+kph+piha	rt	5400	135000	2500	1978	1/1	ei	tyyd.	F2007
Suvela	2h+k+p (yhti...	kt	6100	114900	1884	1973	5/9	on	hyvä	E2007
Tuomarila	2h,k,s,lasitett...	kt	5550	200000	3604	2007	4/4	on	hyvä	C2007
Tuomarila	2h, k, kph, las...	kt	4800	189237	3942	2012	4/7	ei	hyvä	
Tuomarila	2h+k+kk+ lasit....	kt	4500	180000	4000	2009	4/4	on	hyvä	E2013
Suna	2h+k+kph+s+piha	rt	5800	164366	2834	1991	1/1	ei	tyyd.	
Tuomarila	2h, kk, s, lasi...	kt	4800	192000	4000	2005	3/4	on	hyvä	E2013
Joupinmäki	2h+k+kph+s+las....	kt	5450	200000	3670	2009	1/4	ei	hyvä	
Tuomarila	2h+kk+las.p (YJ...	kt	4400	173333	3939	2007	2/4	on	hyvä	C2007
Tuomarila	2h+kk+s+v	rt	4500	156000	3467	1989	1/2	ei	hyvä	
Espoon keskus, suvela	2h+k+s+eril.wc+...	rt	4850	187000	3856	2018	2/2	ei	hyvä	
Suvela	2h+k	kt	5950	90000	1513	1975	1/8	ei	tyyd.	
Kauklahti	1h, avok, kph	kt	2700	148500	5500	2019	3/4	on	hyvä	C2013
Suvela	2h+k+kph+las.parv	kt	6100	97000	1590	1973	4/6	ei	tyyd.	
Tuomarila	2h+k+kph+s+lasi...	kt	4500	204000	4533	2012	6/7	on	hyvä	B
Tuomarila	2h+k+kph+s+lasi...	kt	6150	188000	3057	2007	1/4	on	hyvä	C2007
Suvela	2h+k	kt	5900	135000	2288	1982	3/6	on	tyyd.	
Tuomarila	2h+kk+s+las.p (...	kt	4400	171000	3886	2007	3/4	on	hyvä	C2007
Espoon keskus	2h, kk, kph, la...	kt	5050	100000	1980	1974	7/8	on	hyvä	E
Tuomarila	2h, avok, sauna...	rt	5100	235000	4608	2014	1/1	ei	hyvä	
Tuomarila	2h, avok, s, la...	kt	5700	210000	3684	2007	1/4	on	hyvä	C2018
Tuomarila	2h, k, saunaos....	rt	6100	212500	3484	1985	1/1	ei	hyvä	E2013
Tuomarila	2 h + avokeitti...	kt	4550	221500	4868	2012	6/7	on	hyvä	E2013
Kirstinmäki	2h,avok.,kph,la...	kt	5900	126375	2142	1975	7/8	on	tyyd.	C2007
Tuomarila	2h, kk, s, lasi...	kt	5500	198000	3600	2008	2/5	on	hyvä	C2007
Tuomarila	2h+kk+s+las.p (...	kt	4400	178000	4045	2007	3/4	on	hyvä	C2007
Tuomarila	2h+k	kt	5400	165000	3056	1990	1/3	ei	tyyd.	E2013
Suvela	2h+k	kt	5750	106000	1843	1978	1/7	on	hyvä	D
Tuomarila	3h, k, s, las p...	kt	6900	230000	3333	2004	1/4	on	hyvä	E2013
Tuomarila	3h+kk+s+parveke...	kt	6800	237000	3485	2007	2/6	on	hyvä	C2007
Suvela	3h, k, kph, vaa...	kt	7450	160000	2148	1979	5/5	on	hyvä	E2013
Tuomarila	3h+k+s+lasitett...	kt	7300	262000	3589	2008	5/5	on	hyvä	C2007
Suvela	3h, k, wc, kph,...	kt	7850	130000	1656	1972	4/6	on	hyvä	F2013
Suna	3h+k+2kph+s+vh+...	rt	8300	252000	3036	2005	2/2	ei	hyvä	
Tuomarila	3h + k + kph + p	kt	7850	129000	1643	1976	3/7	ei	tyyd.	
Suvela	3h, k, kph, vh,...	kt	7650	128000	1673	1981	4/6	ei	tyyd.	
Tuomarila	3 h, avokeitti&...	kt	7400	264000	3568	2008	3/4	on	hyvä	E2013
Tuomarila	3-4 h, k, kph, ...	rt	9300	310000	3333	1986	1/1	ei	hyvä	
Suvela	3h+k+vh+lasitet...	kt	7850	113000	1439	1973	5/7	on	hyvä	
Suna	3h, k	kt	7500	143000	1907	1981	4/7	on	hyvä	F2013
Suvela	3h+k+s+kph+tera...	rt	8000	216000	2700	1990	1/1	ei	hyvä	D
Tuomarila	3h, k, kph, sau...	kt	6800	250000	3676	2007	4/4	on	hyvä	
Suvela	3h,k,lasitettu ...	kt	7600	127000	1671	1975	1/7	ei	hyvä	
Tuomarila	3h, k, s	kt	7450	245000	3289	2005	2/4	on	hyvä	E
Suvela	3 h+k+kph+lasit...	kt	6900	124500	1804	1979	2/7	on	hyvä	F
