Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Itä-pasila	1h, kk, las. pa...	kt	2700	163000	6037	1975	6/6	on	tyyd.	F2007
Alppila	1h+avokeitti...	kt	4200	290000	6905	1938	5/5	on	hyvä	F
Pasila	1h+kt	kt	2500	198700	7948	2020	3/8	on	hyvä	C2013
Itä-pasila	1h, alkovi, kk,...	kt	3100	150000	4839	1975	3/7	on	tyyd.	G2013
Itä-pasila	1h+kk+kph	kt	2800	155000	5536	1974	12/13	on	tyyd.	E2007
Alppiharju	1 h+kk+kph	kt	2750	191000	6945	1959	4/4	ei	tyyd.	D2007
Alppila	1h+avok.+kph (y...	kt	2500	180000	7200	1941	1/4	ei	hyvä	E2013
Alppila	1h + avok + wc/s	kt	1700	102000	6000	1928	4/4	ei	huono	F2007
Itä-pasila	1h, kk, vh, kh,...	kt	2750	139500	5073	1976	5/7	on	tyyd.	F2013
Alppila	1h+k+kph+vh	kt	3700	235000	6351	1955	3/4	ei	hyvä	E2007
Itä-pasila	2h+k	kt	6000	220000	3667	1974	4/7	on	tyyd.	E2013
Itä-pasila	2h,k,kph,las.pa...	kt	5650	227000	4018	1977	7/12	on	hyvä	F2013
Konepaja	2h, avok, s, la...	kt	5700	412500	7237	2015	6/6	on	hyvä	
Kumpula	2h+k	kt	5700	245000	4298	1987	3/3	ei	hyvä	F2013
Vallila	2h+kt+s	kt	4300	338427	7870	2019	2/11	on	hyvä	C2013
Itä-pasila	2h, k	kt	4650	198000	4258	1975	2/7	on	hyvä	
Vallila	2h, kt, kh/s, l...	kt	4400	330000	7500	2015	4/6	on	hyvä	A2007
Alppila	2 h, ks	kt	3900	230000	5897	1942	4/4	ei	huono	
Itä-pasila	2h, k, kph, las...	kt	5650	223000	3947	1977	11/13	on	tyyd.	F2013
Alppila	2h, kk, kph ja ...	kt	4250	302000	7106	1926	4/4	ei	tyyd.	F2013
Kumpula	2h,k,kh,parveke	kt	5700	252000	4421	1987	3/3	ei	tyyd.	F2013
Vallila	1 h + k + wc + ...	kt	3300	204000	6182	1942	4/4	on	tyyd.	E2007
Pasila	2h, avokeitti...	kt	4500	309800	6884	2019	7/12	on	hyvä	C
Itä-pasila	2h, k, ikk. kph...	kt	5250	208000	3962	1975	1/8	ei	tyyd.	
Alppila	2h, kk	kt	4200	250000	5952	1959	3/4	ei	tyyd.	D2007
Itä-pasila	2h+k	kt	5250	225000	4286	1975	3/8	on	tyyd.	F2007
Alppila	2 h	kt	3900	242000	6205	1942	1/4	on	tyyd.	E2007
Alppila	2h, avok., kph, vh	kt	4300	257000	5977	1942	4/5	ei	hyvä	G2013
Alppila	2h, k, wc/kph, ...	kt	6100	325000	5328	1947	3/5	on	tyyd.	D2007
Pasila	2h, kk, lasitet...	kt	4600	197000	4283	1975	7/8	on	hyvä	F2007
Itä-pasila	2h, kk, kh	kt	3700	179000	4838	1977	2/6	on	tyyd.	E2013
Itä-pasila	2h+k+kph+wc+vh+...	kt	5650	220000	3894	1975	4/6	on	hyvä	F2007
Pasila	2h, k, kph ja l...	kt	5850	250000	4274	1975	5/5	on	hyvä	E2007
Kumpula	3 h+k	kt	7450	317000	4255	1988	3/3	ei	hyvä	F
Konepaja	3h,k,s,vh,2xwc,...	kt	8000	490000	6125	2013	2/7	on	hyvä	C2018
Kumpula	3h+k+kph+parveke	kt	7450	335000	4497	1988	3/3	ei	tyyd.	
Vallila	3h, k, kh/s, la...	kt	7450	491000	6591	2016	5/6	on	hyvä	A2007
Vallila	3h, k, kh/s, wc...	kt	8200	449000	5476	2016	1/6	on	hyvä	A2007
Vallila	3 h+avok+s+las....	kt	7250	412000	5683	2018	1/5	on	hyvä	C
Vallila	3h+kt+s	kt	6100	389000	6377	2013	2/7	on	hyvä	C2018
Itä-pasila	3-4h,k,lasitett...	kt	8350	310000	3713	1974	5/8	on	hyvä	G2013
Konepaja	3h, avok, kph, ...	kt	8200	445000	5427	2016	1/5	on	hyvä	C2013
Alppila	3h+avok+kph+las...	kt	7400	427000	5770	1952	3/5	ei	hyvä	E2013
Itä-pasila	3h, k, r, kh, e...	kt	8100	302000	3728	1977	7/12	on	tyyd.	F2013
Konepaja	3h, avok, kph, ...	kt	7550	421617	5584	2016	1/5	on	hyvä	C2013
Konepaja	3h, kk, s, las. p	kt	6150	416000	6764	2014	6/6	on	hyvä	B2018
Alppila	3h, k, kph, khh...	kt	6800	330000	4853	1966	4/4	ei	hyvä	F2013
Vallila	2-3h+avok+kph+s...	kt	5700	354000	6211	2007	1/5	on	hyvä	F2013
Konepaja, vallila	3h,k, s, p	kt	7550	468000	6199	2011	2/6	ei	hyvä	
Vallila	3-4h, k, kph, s...	kt	9600	580500	6047	2015	4/6	on	hyvä	A2013
Konepaja	4h, avok, kph, ...	kt	8250	520000	6303	2018	3/6	on	hyvä	C2013
Konepaja	4h, k, s, lasit...	kt	11100	620000	5586	2014	4/6	on	hyvä	B2018
