Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Kangas	1h,kk	kt	2700	26800	993	1975	4/7	on		F2013
Kirkonsalmi	1h,kk	kt	3100	30000	968	1975	3/3	ei		D2007
Savipelto	1h,kk,kh,parveke	kt	3500	42000	1200	1981	2/3	ei	tyyd.	F2013
Iisalmi	1h,kk	kt	2700	28500	1056	1977	5/7	on	tyyd.	F2013
Kirkonsalmi	2h,k,s	kt	5100	62000	1216	1985	2/3	ei		F2018
Kirkonsalmi	2h,k, kh	kt	5900	44000	746	1975	3/3	ei		D2013
Makkaralahti	2h,k,s	rt	5900	89000	1508	1987	1/1	ei		C2007
Kangas	2h,kk,s	kt	5000	65000	1300	1981	1/2	ei		D2007
Tervakangas	2h,k,s	rt	5100	67000	1314	1997	1/1	ei		F2013
Keskusta	2h,k,s	kt	5400	168500	3120	2017	1/4	on		B2013
Iisalmi	2h,k	kt	5800	40000	690	1977	7/7	on		F2013
Kirkonsalmi	2h,k	kt	5500	41000	745	1980	3/3	ei	tyyd.	F2013
Kirkonsalmi	2h,kk	kt	5100	59000	1157	1963	1/2	ei	hyvä	F2013
Makkaralahti	3h,kk,s	rt	7700	95000	1234	1991	1/1	ei	hyvä	E2013
Kangas	3h,k	kt	7600	62000	816	1967	3/3	ei	hyvä	C2007
Makkaralahti	3-4h,k,s	rt	8300	112000	1349	1983		ei		E2013
Papinaho	3h,k,s	rt	8000	99000	1238	1984	1/1	ei		
Lintukylä	3h,k,s	rt	7400	135000	1824	2000	1/1	ei		E2007
Makkaralahti	3h,k,s	rt	8300	115000	1386	1979	1/2	ei		E2013
Lintukylä	3h,k,khh,s	rt	8600	153000	1779	2005	1/1	ei	hyvä	D2007
Savipelto	3-4h,k,s	kt	7600	56000	737	1975		ei	hyvä	G2013
Makkaralahti	3h,k,s	rt	8300	110000	1325	1979	1/2	ei	tyyd.	E2013
Kirkonsalmi	3h,k,s	rt	8000	118000	1475	1983	1/2	ei	hyvä	
Lintukylä	3h,k,s	rt	7400	135000	1824	2000	1/1	ei	hyvä	E2007
Makkaralahti	3h,k,s	rt	8300	116000	1398	1983		ei	tyyd.	E2013
Auringonkehrä	3h,k,kph,s	rt	8100	112000	1383	1990	1/2	ei	tyyd.	E2013
Makkaralahti	4h,k,s	rt	9500	186000	1958	2007	1/1	ei	hyvä	D2007
Kirkonsalmi	7h,k	kt	14700	20000	136	1968	3/3	ei	tyyd.	G2013
