Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Leiri	1h+k	kt	2600	70000	2692	1950	2/3	ei	hyvä	F2013
Leiri	1H+KK	kt	3100	75500	2435	1966	3/3	on	hyvä	F2013
Leiri	1h, kk	kt	3100	73000	2355	1962	4/4	on	hyvä	F2013
Leiri	2h,kk	kt	4500	102500	2278	1962	3/3	ei	hyvä	F2013
Leiri	2h+k	kt	5200	123000	2365	1967	2/3	ei	hyvä	F2013
Kuusimäki	2h,kk,s	kt	5200	157500	3029	2009	3/8	on	hyvä	E2018
Leiri	2h+kk	kt	4500	106000	2356	1962	2/3	ei	hyvä	F2013
Kuusimäki	2h, k, s	kt	4900	164500	3357	2007	3/8	on	hyvä	D
Leiri	2h, k, p	kt	5560	112000	2014	1968	3/3	on	hyvä	F
Leiri	3h,k,s,p	kt	8100	260000	3210	2009	5/8	on	hyvä	E2013
Leiri	3h+k	kt	7800	211000	2705	2002	4/4	on	hyvä	E2013
Leiri	3h, k, kph, p	kt	7300	150000	2055	1962	5/5	on	hyvä	F2013
Leiri	3h,k	kt	7300	98000	1342	1981	1/3	ei	hyvä	F2013
