Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Vallinoja	1h, k, s	rt	3950	161500	4089	2014	1/1	ei	hyvä	C2013
Vallinoja	1h, k, s	rt	3950	162000	4101	2014	1/1	ei	hyvä	C2013
Korso	1h+kt	kt	3200	177000	5531	2018	15/18	on	hyvä	C2018
Korso	1h+kk	kt	3350	79600	2376	1975	3/3	ei	hyvä	F2013
Korso	1h, kk, s, lasi...	kt	3000	110000	3667	1986	2/4	ei	hyvä	
Korso	1h+kt	kt	3200	169000	5281	2018	13/18	on	hyvä	C
Kulomäki	2h+k	rt	6500	129000	1985	1980	1/1	ei	hyvä	E2013
Korso	2h+k+s	kt	5000	122000	2440	1989	1/3	ei	tyyd.	D2007
Korso	2h+k+s	kt	4400	131000	2977	1990	2/3	ei	tyyd.	
Matari	2h, k, kph, s, ...	rt	6500	167000	2569	1988	1/1	ei	hyvä	E2018
Korso	2h,kk,s,las.parv.	kt	4600	188000	4087	2007	5/5	ei	hyvä	
Korso	2h, kk, kph, te...	kt	4700	125000	2660	1970	1/3	ei	hyvä	
Metsola	2h, k, kph, s, ...	rt	6900	257000	3725	2013	1/1	ei	hyvä	B2007
Korso	2h+k+kph/s+p	kt	5200	139500	2683	1985	1/2	ei	hyvä	D2013
Metsola/korso	1h+tk+s	kt	4000	133500	3338	1994	2/3	ei	hyvä	
Metsola	2h, k, s	rt	5400	169000	3130	1985	1/1	ei	hyvä	
Vierumäki	oh, avokeitti...	rt	6400	149000	2328	1989	1/1	ei	hyvä	
Korso	2h,k,kph,sauna,...	kt	5300	135000	2547	1989	3/3	ei	hyvä	
Leppäkorpi	2h, k, s	rt	5250	151000	2876	1984	1/1	ei	hyvä	
Leppäkorpi	2h, k, rt, s, k...	rt	5400	199000	3685	2011	1/1	ei	hyvä	
Korso	2h, k, kph, sau...	kt	5600	153000	2732	1988	3/4	on	tyyd.	F2013
Leppäkorpi	2h, k, s	rt	5500	167000	3036	1993	1/1	ei	hyvä	E2018
Korso	2h+avok+vh+kph+...	rt	6500	193000	2969	1986	1/1	ei	hyvä	E2018
Korso	2h, kk, s	kt	4800	145000	3021	2004	6/8	on	hyvä	F
Leppäkorpi	oh, k, mk, vh, ...	rt	5500	159000	2891	1989	1/1	ei	hyvä	G2013
Leppäkorpi	2h, k, s	rt	5900	147500	2500	1993	1/1	ei	tyyd.	C2007
Korso	3h, k, s, p	kt	7200	131000	1819	1989	2/2	ei	tyyd.	F2013
Korso	3h, k, s	kt	6750	164000	2430	1989	2/4	on	hyvä	D2007
Korso	3h, k, s	rt	8520	240000	2817	2001	1/1	ei	hyvä	
Vallinoja	3h,k,kph,vh,var.	kt	5950	169000	2840	2006	1/2	ei	hyvä	
Korso,kulomäki	3h+k+sauna	rt	7500	240000	3200	1990	1/1	ei	hyvä	G2013
Korso	3h+k+s	kt	7000	157000	2243	1989	2/3	ei	tyyd.	D2007
Korso	3h, kk, kph, s,...	kt	6550	133000	2031	1987	2/3	ei	tyyd.	
Korso	3H+K	kt	7100	142000	2000	1970	2/3	ei	hyvä	
Korso	3h+kk+s	kt	7000	289000	4129	2019	2/2	ei	hyvä	C2013
Korso	3h+k+s	kt	6600	147000	2227	1989	1/3	ei	tyyd.	D2007
Metsola	3h, k, s, khh	rt	7200	285000	3958	2011	1/1	ei	hyvä	B2007
Korso	3h, k, s, aput....	rt	6550	205000	3130	1987	1/1	ei	hyvä	D
Vallinoja	3-4 h,k,s,kh/wc...	rt	8150	179000	2196	1997	1/2	ei	tyyd.	E2013
Leppäkorpi	3h+k+s	rt	7100	183000	2577	1990	1/1	ei	tyyd.	E2018
Leppäkorpi	3h+k+s	rt	7100	200000	2817	1990	1/1	ei	hyvä	D2007
Korso	3h, k, 2x vaate...	kt	7050	139000	1972	1978	3/3	ei	hyvä	E2018
Vierumäki	3 h, k, vh, eri...	kt	8300	109000	1313	1974	2/3	ei	tyyd.	E2007
Metsola	3h+k+s+p+piha+a...	rt	7850	251000	3197	2005	-1/2	ei	hyvä	D2013
Vierumäki	2-3h,avokeitti&...	rt	5800	130000	2241	1972	1/2	ei	hyvä	E2007
Metsola	3h, k, s	rt	7050	260000	3688	2013	1/1	ei	hyvä	A2007
Korso	3h, k	kt	6100	143000	2344	1982	1/3	ei	hyvä	E2007
Metsola	3h, k, s	rt	7800	227000	2910	1986	1/1	ei	hyvä	D
Korso	3h, k, khh, s, ...	rt	8250	250000	3030	2007	1/1	ei	hyvä	
Leppäkorpi	3h, k, kph, s, ...	rt	7500	176000	2347	1985	1/1	ei	tyyd.	
Matari	3h+k+s+var	rt	7600	260000	3421	2014	1/2	ei	hyvä	C2013
