Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Kärki	1h, tupak, parv...	rt	3200	68000	2125	2004	1/1	ei	hyvä	D2007
Törnävä	1h,kk	kt	2150	41000	1907	1967	2/3	ei	hyvä	
Simuna	1h, kk, ph, s, ...	rt	3000	72500	2417	1998	1/1	ei	hyvä	
Törnävä	2h,k,kh	kt	6000	77000	1283	1969	1/4	on	hyvä	E2013
Hallila	2h,kk,s	rt	5000	73500	1470	1989	1/1	ei		A2007
Pajuluoma	2h, k, s	kt	4300	94000	2186	2011	1/2	ei	hyvä	D2007
Pajuluoma	2h+k+s	rt	6000	132000	2200	2012		ei	hyvä	B2007
Törnävä	2h, k, ph, s (l...	kt	5300	162000	3057	2012	4/5	on	hyvä	C2013
Hallila	2H+K+S	kt	5200	157000	3019	2018	2/6	on	hyvä	C2018
Kärki	2h, kk, ph, s	kt	4500	97000	2156	2013	1/2	ei	hyvä	C2007
Hallila	2h+kt+s	kt	4500	143000	3178	2013	4/4	on	hyvä	C2018
Pajuluoma	2h, k, ph, s	rt	4800	107000	2229	2006	1/1	ei	hyvä	E2007
Kärki	2h, k, ph, s (l...	rt	4300	85000	1977	2004	1/1	ei	hyvä	D2007
Törnävä	2h+k+s	rt	5600	122500	2188	2001	1/1	ei	hyvä	F2013
Kärki	2h,k,s	kt	5400	112000	2074	2007	2/2	ei	hyvä	C2007
Hallila	2H+K+S	kt	5200	171000	3288	2018	4/6	on	hyvä	C2018
Soukkajoki	3h, k, ph, s, e...	rt	7250	139000	1917	1987	1/1	ei	hyvä	D2013
Simuna	3h+k+s+khh	rt	8300	249000	3000	2016	1/2	ei	hyvä	C2013
Hallila	2-3h+k+s	kt	7400	197000	2662	2008	4/5	on	hyvä	D2013
Simuna	3h+k+s	rt	6100	122000	2000	2012	2/2	ei	hyvä	D2007
Kärki	3H+K+S+autokatos	rt	6500	155000	2385	2014	1/1	ei	hyvä	B2013
Kivistö	3h, k, ph, s, e...	rt	7350	128000	1741	1988	1/1	ei	hyvä	
Kärki	4h+k+s+kph, ulk...	ok	12500	85000	680	1956		ei		
Huhtala	4H+K+S+autokatos	rt	8000	240000	3000	2019	1/2	ei	hyvä	C2018
Pajuluoma	4h, k, s	rt	8500	185000	2176	2008	1/1	ei	hyvä	D2013
Kärki	4h+k+s	rt	8800	157500	1790	2004		ei	hyvä	B2007
Kärki	4mh+oh+k+ph/s/w...	ok	11400	210000	1842	1983		ei		
Huhtala	4H+K+S+autokatos	rt	8000	253000	3163	2019	1/2	ei	hyvä	C2018
Kärki	2mh+oh+k+th+khh...	ok	9600	105000	1094	1983		ei	tyyd.	E2018
Kärki	5h+k+kph+s+khh+...	ok	12800	265800	2077	2018		ei	hyvä	B2013
Kärki	4h+k+s+2wc	rt	8900	151000	1697	2007	1/1	ei	hyvä	
Huhtala	4H+K+S+ autokatos	rt	8000	230000	2875	2019	1/2	ei	hyvä	C2018
Kärki	4H+K+S	kt	8700	174000	2000	2018	1/2	ei	hyvä	B2013
Kärki	3mh, tkh, oh, k...	ok	12500	200000	1600	1990	-1/1	ei	hyvä	D2018
