Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Toijala / keskusta	1h,k,s,lasit.p.	kt	3800	60000	1579	1990	2/5	on	hyvä	C2007
Toijala / keskusta	1h,kk	kt	3200	25000	781	1962	3/3	ei		F2013
Toijala / rauhanummi	1h+k+kph/wc+vh+...	kt	3300	28000	848	1969	6/6	on	huono	F2013
Toijala / rauhanummi	2h+k+kph/wc+las...	kt	5400	54000	1000	1965	5/6	on	hyvä	F2013
Toijala / keskusta	2h+kk+kph/wc	kt	4000	34000	850	1958	1/2	ei	huono	F2013
Toijala / keskusta	2h+kk+s	kt	4400	85000	1932	1999	4/5	on	hyvä	D2013
Toijala / rauhanummi	2h+k+lasit.parveke	kt	5500	62000	1127	1967	2/6	on	hyvä	F2013
Toijala / keskusta	2h+k+s+lasit.p	kt	4900	75000	1531	1986	3/4	on	hyvä	F2013
Toijala / lastumäki	2h+k+kph+wc+et	kt	5700	42000	737	1951	1/2	ei	tyyd.	G2013
Toijala / keskusta	2h+k+s+lasit.p	kt	5900	175800	2980	2020	2/4	on	hyvä	B2018
Toijala / keskusta	2h+k+kph/wc	kt	5500	40000	727	1958	1/2	ei	huono	F2013
Toijala / keskusta	2h+k+s	kt	5900	200705	3402	2020	4/4	on	hyvä	B2018
Toijala / keskusta	1 h+tk+s	kt	4600	102000	2217	2006	3/6	on	hyvä	C2013
Toijala	2h, kk, kph, vh...	kt	4400	45000	1023	1962	2/3	ei	hyvä	E2013
Toijala	2h, k	kt	6100	49000	803	1970	2/3	ei	hyvä	F
Toijala / nahkiala	2h+k+kph/wc+vh+p	kt	5900	37000	627	1978	1/3	ei	tyyd.	G2013
Toijala	3h, k, s	rt	8500	102000	1200	1990	1/1	ei	hyvä	D
Toijala / keskusta	3h+k+kph/wc+las...	kt	7700	81000	1052	1978	1/5	on	hyvä	E2018
Toijala / luhtaniitty	3h+k+wc+vh+kph+s	rt	7700	115000	1494	1987	1/1	ei	hyvä	E2013
Toijala	3h,k,kh	kt	7000	41000	586	1962	2/3	ei		E2007
Toijala / keskusta	3h+k+wc+kph+s+l...	kt	6800	106000	1559	1985	2/5	on	hyvä	F2013
Toijala / keskusta	3h+k+s	kt	7600	226100	2975	2020	2/4	on	hyvä	B2018
Toijala / keskusta	3h+k+vh+s	rt	7700	80000	1039	1980	1/1	ei	hyvä	E2013
Toijala / keskusta	3h+k	kt	6900	32000	464	1954	1/2	ei	huono	F2013
Toijala	4h+k+wc+et+kuisti	ok	8000	76000	950	1945		ei	hyvä	
Toijala	4h, k, s, khh, ...	ok	10700	153000	1430	1991	-1/1	ei	hyvä	
Toijala / keskusta	3-4h+k+s	kt	8900	270840	3043	2020	3/4	on	hyvä	B2018
Toijala	4h, k, s	rt	10200	114000	1118	1990	2/2	ei	hyvä	D
Toijala / keskusta	3-4h+k+s	kt	8900	293040	3293	2020		ei	hyvä	B2018
Toijala / keskusta	3-4h+k+s	kt	8900	255300	2869	2020	2/4	on	hyvä	B2018
Toijala	5h, k, s, apuke...	ok	15750	130000	825	1975	-1/1	ei	hyvä	
Toijala	5-6h, k	kt	15700	105000	669	1960	3/3	ei	hyvä	G2013
Toijala	4h, k, s	rt	10600	160000	1509	1986	2/2	ei	hyvä	E
Toijala	4h, k, s	rt	10200	125000	1225	1990	2/2	ei	hyvä	D
Toijala	6h, k, s	ok	15000	230000	1533	2006	-1/1	ei	hyvä	
Toijala	3h, k, s	ok	8500	92000	1082	1965	1/1	ei	tyyd.	
