Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Keskusta	1h, kk, kph	kt	2900	65000	2241	1967	2/4	on	hyvä	F2013
Keskusta	1h, kk, alk, kp...	kt	3350	125000	3731	2011	2/6	on	hyvä	A2007
Keskusta	1h,k,p	kt	4200	88000	2095	1957	3/4	on	hyvä	B2007
Ratantaus	autopaikka	kt	1300	3000	231	2012		ei	hyvä	C2013
Lainaanranta	1h,kk	kt	3200	73414	2294	1967	1/4	on	hyvä	F2013
3. kaupunginosa	1h, kk, kph, s,...	kt	3200	89500	2797	2004	4/5	on	hyvä	C2007
Keskusta	1h, kk, kph, s,...	kt	3150	143500	4556	2017	4/5	on	hyvä	C2013
Keskusta	1h, k, kph, ran...	kt	2900	68000	2345	1961	4/4	on	tyyd.	E2013
Keskusta	1h, kk, kph, s,...	kt	3400	132500	3897	1999	5/6	on	hyvä	
Keskusta	1h,kk,alk,s,p	kt	3400	128000	3765	2011	2/6	on	hyvä	A2007
Lainaanranta	1h,k,p	kt	4300	96000	2233	1967	4/4	on	hyvä	F2013
3.kaupunginosa	1h,kk,alk,s,p	kt	3200	92500	2891	2001	3/5	on	hyvä	
Iii kaupungin osa	1h,k,p	kt	3200	64501	2016	1980	2/4	ei	hyvä	D2013
Keskusta	1h, kk, kph	kt	3300	82000	2485	1960	2/4	on	hyvä	D2007
Keskusta	1h, kk, kph, p	kt	3300	84000	2545	1986	3/4	on	hyvä	C2007
Keskusta	1h, kk, alk, kph	kt	3100	67000	2161	1976	1/3	ei	hyvä	F2013
Keskusta	2h, k, kph, 2x ...	kt	5000	129000	2580	1964	3/4	on	hyvä	
3. kaupunginosa	2h, kk, kph, s,...	kt	4000	148700	3718	2018	2/4	on	hyvä	C2013
3. kaupunginosa	2h, kk, kph + l...	kt	4500	55000	1222	1975	3/3	ei	hyvä	F2013
Keskusta	2h+kk+p	kt	4200	66000	1571	1973	3/4	on	hyvä	D2013
Keskusta	2h, kk, kph, vh	kt	4400	99000	2250	1957	3/4	ei	hyvä	E2013
Keskusta	2h, kk, kph + r...	kt	4200	104500	2488	1959	3/3	on	hyvä	
Keskusta	2h, kk	kt	4250	124500	2929	1959	2/4	ei	hyvä	C2007
Keskusta	2h,k,s,p	kt	5400	137000	2537	1999	4/4	on	hyvä	D2013
3. kaupunginosa	2h, kk, kph, vh...	kt	3650	80000	2192	1983	3/4	on	hyvä	E2013
Keskusta	2h, kk, kph + l...	kt	4600	77000	1674	1978	2/4	on	hyvä	D2018
Keskusta	2h, kk, alk, kp...	kt	5350	170000	3178	2011	3/6	on	hyvä	A2007
Keskusta	2h, k, kph, vh	kt	5400	118500	2194	1967	3/4	on	hyvä	E2013
Keskusta	2h, kk, kph + p...	kt	4600	83500	1815	1978	2/4	on	hyvä	D2018
Keskusta	2h,k,p	kt	5400	76500	1417	1963	2/4	on	tyyd.	D2018
3. kaupunginosa	2h, kk, kph + p...	kt	4550	85000	1868	1979	3/4	on	hyvä	
Lainaanranta	2h,kk,p	kt	5000	68000	1360	1964	3/4	on	huono	
3. kaupunginosa	2h, k, kph, s, ...	kt	5900	136000	2305	1986	3/3	on	hyvä	D2007
3. kaupunginosa	2h, k, kph, vh,...	kt	4650	76000	1634	1980	2/4	ei	hyvä	D2013
Keskusta	2h, kk, kph	kt	3600	107000	2972	1961	1/4	ei	hyvä	F2013
Keskusta	2h, kk, kph, s,...	kt	4300	142000	3302	2007	4/6	on	hyvä	C2013
Keskusta	2h,k,p	kt	5400	82000	1519	1966	2/5	on	hyvä	D2007
Keskusta	2h, k, kph, las.p	kt	6000	129000	2150	1966	2/4	on	hyvä	F2013
Keskusta	2h, k, kph, las.p	kt	5350	93500	1748	1978	3/3	on	hyvä	C2007
Lainaanranta	2h,k,s,p	kt	5700	130000	2281	1990	2/4	on	hyvä	C2007
3. kaupunginosa	2h+kk+s+p	kt	4150	104000	2506	1986	2/4	on	hyvä	D2013
Lainaanranta	2h,k,kph,p	kt	5400	79000	1463	1963	2/4	on	tyyd.	F2013
Ratantaus	2h,avok,työ...	kt	7200	190000	2639	2012	1/4	on	hyvä	C2013
Keskusta	3h, k, kph, s +...	kt	7100	221000	3113	2016	1/6	on	hyvä	C2013
Keskusta	3h,k	kt	7700	135000	1753	1967	1/3	on	hyvä	
Keskusta	3h, k, kph + pa...	kt	7000	105000	1500	1956	3/4	on	hyvä	C2013
Keskusta	3h, k, kph, las.p	kt	6500	129000	1985	1970	2/4	on	hyvä	E2013
3. kaupunginosa	3h, k, kph, las.p	kt	6400	144000	2250	1979	3/3	on	hyvä	
Keskusta	3h,k,p	kt	6900	133500	1935	1978	4/4	on	hyvä	F2013
Keskusta	3h, k, kph, s +...	kt	7400	175000	2365	1966	1/4	on	hyvä	F2013
Keskusta	3h, k, kph, wc ...	kt	8250	120000	1455	1970	3/4	on	hyvä	E2013
Keskusta	3h,k,s,p	kt	7200	125000	1736	1960	2/4	on	hyvä	F2013
