Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Eskolanmäki	1h, k	kt	3800	14000	368	1973	2/6	on	huono	
Eskolanmäki	1h,kk,kph/wc,vh...	kt	3100	24000	774	1974	1/3	ei	tyyd.	D2013
Eskolanmäki	1h,k,kph	kt	3800	25500	671	1974	3/3	ei	hyvä	B2007
Kankaronmäki	2 h, k, s	rt	6450	93000	1442	1983	1/1	ei	hyvä	E2007
Eskolanmäki	2h,k,p	kt	5850	23000	393	1974	5/6	on	huono	D2007
Eskolanmäki	2h, k	kt	6100	25000	410	1976	6/8	on	hyvä	
Eskolanmäki	2h,k	kt	6000	30000	500	1979	6/6	on	tyyd.	F2013
Kankaronmäki	2h,k,kph/wc, s,...	rt	6400	92500	1445	1976	1/1	ei	hyvä	D2007
Kankaro	2h, k, s	rt	6450	90300	1400	1985	1/1	ei	hyvä	
Eskolanmäki	3 h, k, ph, vh, p	kt	7450	40000	537	1975	5/6	on	hyvä	D2007
Eskolanmäki	3 h, k, kph, wc, p	kt	8400	20000	238	1974	6/6	on	tyyd.	D2007
Eskolanmäki	3h, k, p, kph, wc	kt	7950	33000	415	1977	7/8	on	tyyd.	C
Kankaronmäki	3 h, k, s	rt	7850	155000	1975	2013	1/1	ei	hyvä	B2007
Kankaro	4h, k, kph, ph, s	rt	9000	110000	1222	1978	1/1	ei	hyvä	
Vahteronmäki	4h,k,s	rt	9300	145000	1559	1990	1/1	ei	hyvä	B2007
Pyydysmäki	3 mh, tkh, oh, ...	ok	14300	260000	1818	1990	1/1	ei	hyvä	
Pyydysmäki	4mh,oh, k, rt, ...	ok	14800	165000	1115	1986	-1/1	ei	hyvä	D2017
Pyydysmäki	4mh, k, oh, 2wc...	ok	12400	120000	968	1989	1/1	ei	hyvä	
Eskolanmäki	4h, k	kt	9850	37000	376	1973	5/6	on	hyvä	
Kankaronmäki	4 h, k, s	rt	7850	154000	1962	2013	1/1	ei	hyvä	B2007
