Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Rajakylä	1h, avok	kt	3260	169000	5184	2019	1/2	ei	hyvä	C2018
Rajakylä	1h, avok	kt	2360	169000	7161	2019	1/2	ei	hyvä	C2018
Rajakylä	1h, avok	kt	2360	139000	5890	2018	1/1	ei	hyvä	C2018
Rajakylä	1h, avok	kt	2360	139000	5890	2018	1/1	ei	hyvä	C2018
Länsimäki	1h+kk	kt	3200	91000	2844	1972	4/5	on	tyyd.	D2007
Rajakylä	1h, k, s, kph l...	rt	3800	192000	5053	2016	1/1	ei	hyvä	C2013
Länsimäki	2-3 h, k, kylpy...	kt	5900	145000	2458	1978	1/3	ei	hyvä	D2007
Länsimäki	2h,k,parveke	kt	5900	114000	1932	1971	4/5	on	hyvä	D2007
Rajakylä	2h, avokeitti...	rt	5900	269040	4560	2019	1/1	ei	hyvä	
Rajakylä	2h, avokeitti...	rt	5900	274704	4656	2019	1/1	ei	hyvä	
Rajakylä	2h, k, s, aidat...	rt	5000	150000	3000	1986	1/1	ei	tyyd.	F2013
Länsimäki	2h+kk+s	kt	4700	135000	2872	1998	5/6	ei	tyyd.	
Länsimäki	2 h, k, kph, pa...	kt	5850	112500	1923	1977	3/3	on	tyyd.	D2007
Länsimäki	2h, k, kph	kt	5950	102000	1714	1976	2/9	on	huono	
Länsimäki	2h, k, kph, s, p	kt	5950	150000	2521	1976	4/6	on	hyvä	
Länsimäki	2h, k, kph, vh,...	kt	5900	102000	1729	1979	3/4	ei	huono	D2007
Länsimäki	2 h, kk, p	kt	4800	99700	2077	1978	3/3	ei	huono	C2007
Länsimäki	2h, k, kph, las...	kt	5950	122000	2050	1976	9/9	on	tyyd.	
Rajakylä	2 H+ KK	kt	5100	103000	2020	1971	2/9	on	tyyd.	C2007
Länsimäki	2h,k,kph,parveke	kt	5900	116000	1966	1971	4/5	on	hyvä	D2007
Länsimäki	2h, k, kph, las...	kt	5950	117000	1966	1975	4/7	on	tyyd.	D2007
Länsimäki	2h, kk, kph, pa...	kt	4500	95000	2111	1971	3/5	ei	tyyd.	
Rajakylä	2h,k,kph,sauna,...	rt	5500	148000	2691	1984	1/1	ei	tyyd.	
Länsimäki	2h, k, kph, par...	kt	6350	140000	2205	1981	2/4	ei	hyvä	D2007
Rajakylä	2h, avokeitti...	kt	4150	207500	5000	2018	2/2	ei	hyvä	
Länsimäki	2 h, avok, p	kt	4850	114000	2351	1974	2/4	ei	tyyd.	D2007
Rajakylä	2h, avokeitti...	rt	4100	170000	4146	1988	1/1	ei	hyvä	F
Länsimäki	2h, k, vh, kph,...	kt	5950	124000	2084	1975	1/5	on	hyvä	D2007
Länsimäki	3h+k+vh+wc+saun...	rt	7100	165000	2324	1985	1/2	ei	tyyd.	
Rajakylä	3h, k, s, kph, ...	rt	7950	155000	1950	1975	1/1	ei	tyyd.	C2007
Länsimäki	3h+k	kt	7600	120000	1579	1972	3/5	on	tyyd.	D2013
Rajakylä	3h+k+s	rt	7200	170000	2361	1984	1/1	ei	tyyd.	
Länsimäki	3H+K+S	kt	7450	188000	2523	1998	5/7	ei	hyvä	
Rajakylä	3 h, k, s, th, ...	rt	14200	286000	2014	1991	2/2	ei	tyyd.	E2013
Länsimäki	3h+k+kph+vh+las...	kt	8200	130000	1585	1975	3/9	on	tyyd.	D2007
Rajakylä	3H+K+Kph-S+Eril...	rt	8000	200000	2500	1988	1/2	ei	hyvä	E
Länsimäki	3h, k, kph, s, ...	kt	7650	171500	2242	1989	1/2	ei	hyvä	
Länsimäki	3h,k	kt	7500	137000	1827	1987	3/4	ei	tyyd.	D2007
Rajakylä	3h, avok, kph/s...	kt	6500	299000	4600	2018	1/2	ei	hyvä	A2018
Rajakylä	3h, k, s, kh, w...	rt	6400	249000	3891	2001	1/1	ei	hyvä	C2007
Rajakylä	3h, avok, kph/s...	kt	6500	289000	4446	2018	1/2	ei	hyvä	A2018
Rajakylä	3h+k+s	rt	7400	243000	3284	1993	1/1	ei	hyvä	F2013
Rajakylä	3h, k, wc, kph,...	rt	7350	219000	2980	1986	1/1	ei	hyvä	F
Rajakylä	3h, k, s	rt	8000	205000	2563	1979	1/1	ei	hyvä	E2007
Rajakylä	3-4 h, k, kh, s...	rt	9550	228000	2387	1980	1/1	ei	tyyd.	E2018
Rajakylä	5h, k, wc, kph,...	rt	14600	279000	1911	1978	1/1	ei	tyyd.	
Rajakylä	4h+k+kph+s+wc+piha	rt	9750	249000	2554	1979	2/2	ei	hyvä	F2007
Rajakylä	5h, k, s, takka...	rt	13100	370000	2824	1985	1/2	ei	hyvä	D2007
Länsimäki	4 h, k, kph, s,...	rt	9350	262500	2807	1990	-1/2	ei	hyvä	F2007
Rajakylä	4h+k+s+erilline...	rt	8500	224489	2641	1974	1/1	ei	tyyd.	
Länsimäki	Oh, 3 mh, k, kp...	rt	9300	239000	2570	1985	1/2	ei	hyvä	E2007
Rajakylä	4h + k + kph + ...	rt	8650	229000	2647	1980	1/1	ei	tyyd.	E2013
