Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Karhula	1h,kk,kph	kt	2000	24250	1213	1960	1/3	ei	hyvä	D2007
Helilä	1h, k, kph	kt	4100	45000	1098	1955	1/3	ei	hyvä	F
Karhula	1h,kk,kph,vh	kt	3200	33000	1031	1962	1/3	ei	hyvä	F2013
Karhula	1h, kk	kt	3000	26000	867	1979	2/3	on	hyvä	E2013
Käpylä	1h,kk,kph	kt	2500	27000	1080	1963	1/3	ei		G2013
Karhula	1h, kk, kph, pa...	kt	3400	30000	882	1979	2/3	on	tyyd.	E2013
Karhula	1h, kk, kph	kt	2700	21000	778	1959	2/3	ei	tyyd.	F2013
Karhula	1h +tupak+s	kt	4400	62000	1409	2000	1/3	on	hyvä	D2018
Karhula	2h,k,vh,ph/s,et...	kt	6150	120000	1951	2007	3/4	ei	hyvä	
Karhula	2h,kk,s,vh,p	kt	5400	125000	2315	2006	3/4	on	hyvä	A2007
Rauhala	2h,avok., s, ak	rt	4700	85000	1809	2000	1/1	ei	hyvä	
Helilä	2h, kk, kph	kt	5300	26000	491	1959	1/3	ei	tyyd.	F2013
Karhula	2 h, k, kph	kt	5600	54000	964	1979	5/5	on	hyvä	E2013
Karhula	2h, kk, s	kt	5100	70000	1373	1991	4/4	on	tyyd.	F2013
Helilä	2h, kk, s	kt	4800	69000	1438	1983	2/3	on	hyvä	C2007
Karhula	2h,k,s,parv	kt	5500	123000	2236	2006	2/5	on	hyvä	B2013
Karhula	2h, k, s, p	kt	5250	77000	1467	1987	3/4	on	hyvä	F2013
Karhula	2h, k, s, p	kt	5850	64500	1103	1985	2/4	ei	hyvä	F2013
Helilä	2h,k,kph,parv	kt	4700	44000	936	1970	1/3	ei	tyyd.	F2013
Karhula	2h,kk,s,parv	kt	4200	57000	1357	1982	1/2	ei	tyyd.	
Helilä	3h, kk, kph, la...	kt	6350	36500	575	1965	1/3	ei	hyvä	F2013
Helilä	3h,k,s,ak,las.p...	kt	8300	70000	843	1989	1/2	ei	hyvä	
Karhula	3h,k	rt	8700	74000	851	1920	1/2	ei	hyvä	
Rauhala	3h, k, s, wc, k...	rt	7900	82000	1038	1978	1/1	ei	tyyd.	F
Karhula	3h,k,kph,lasit....	kt	7500	70000	933	1959	1/3	ei	tyyd.	D2013
Karhula	3h,k,s,p	rt	8200	130000	1585	1987	1/2	ei	hyvä	
Rauhala	4h,k,kph,s,wc	rt	9000	152000	1689	1995	1/1	ei	hyvä	D2007
Rauhala	5h+k+kph+s+wc	rt	13500	175000	1296	1986	1/1	ei	tyyd.	
Rauhala	4h,k,kph,s,khht...	rt	8500	137000	1612	1995	1/1	ei	tyyd.	D2013
