Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Ranta-kastelli	2h, k, s	kt	5000	120000	2400	1991	2/2	ei	hyvä	
Värttö	2h, kk, s	kt	5150	156000	3029	2007	1/8	on	hyvä	
Kastelli	2h, k, s, varasto	kt	6180	100000	1618	1990	2/2	ei	hyvä	E2013
Peltola	2h, k, s	kt	5500	119000	2164	1997	2/3	on	hyvä	C
Svaaninsuo	2h+kk+sa	kt	5000	115000	2300	1995	4/4	on	hyvä	F
Värttö	2 h,kk	kt	5000	92300	1846	1973	3/4	on	tyyd.	D2007
Värttö	3h+k	kt	8600	136625	1589	1974	2/4	on	hyvä	D2013
Peltola	2h, k	kt	4500	93000	2067	1950	1/3	ei	hyvä	D
Ranta-kastelli	2h, kk, s	rt	4300	115000	2674	1998	1/1	ei	hyvä	B2007
Värttö	3h, k	kt	8600	160000	1860	1973	3/4	on	hyvä	D
Ranta-kastelli	3h, k, s	rt	6850	164000	2394	1994	1/1	ei	hyvä	F
Ranta-kastelli	3h+k+s	kt	6150	148000	2407	1997		ei	hyvä	E
Ranta-kastelli	3h, k, khh, kph...	rt	7900	199000	2519	1986	1/1	ei	hyvä	D2007
Värttö	3h+k+s	kt	7500	243000	3240	2011	1/5	on	hyvä	C2007
Kastelli	3h, k, rt, kph/...	rt	7800	175500	2250	1993		ei	hyvä	B2013
Kastelli	3h, k, s	rt	8000	178000	2225	1993	1/1	ei	hyvä	B2013
Ranta-kastelli	3h, k, kph, s	rt	7650	177000	2314	1999	-1/2	ei	hyvä	D2007
Kastelli	Oh,k,3mh,atelje...	ok	17500	188000	1074	1938		ei	hyvä	
Svaaninsuo	4h,k,ph,s,wc	rt	9100	216500	2379	1995	1/1	ei	hyvä	E2013
Kastelli	5h,k,et,khh,ph,...	ok	12400	257500	2077	1966		ei	hyvä	
Kastelli	5mh, oh, k, khh...	ok	16650	180000	1081	1953	-1/2	ei	hyvä	
Kastelli	oh,k,4mh,khh,kp...	ok	12900	315000	2442	2014		ei	hyvä	A2013
Värttö	4h, k, kph, s, ...	kt	10300	360000	3495	2007	5/5	on	hyvä	B2007
Kastelli	4h,k,s,kph,wc,p...	rt	10000	155000	1550	1983	1/2	ei	hyvä	D2018
Kastelli	5h,k,kph,s,khh,...	rt	13500	395000	2926	2013		ei	hyvä	A2007
Ranta-kastelli	5h, k, s, khh, ...	rt	12100	251000	2074	1986	-1/2	ei	hyvä	E2007
Ranta-kastelli	4h, k, kph, s, wc	kt	9300	206000	2215	1991	2/2	ei	hyvä	
Kastelli	4h, k, kph, s, ...	rt	13520	257000	1901	2002	-1/3	ei	hyvä	E
Kastelli	5h, k, s	ok	14150	305000	2155	1999	-1/2	ei	hyvä	
Värttö	7h, k, 2*wc, ps...	rt	13400	204750	1528	1972	-1/2	ei	hyvä	D2007
