Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Keskusta	1h,kk,s	rt	3700	10500	284	1976	1/1	ei		D2007
Keskusta	1h,tupakeitti...	kt	4700	32000	681	1990	3/3	ei		B2007
Keskusta	1 h+tupak.+s	rt	4300	80000	1860	2011	1/1	ei		C2013
Keituri	2h,k,s,kph,wc,vh,p	rt	6200	52000	839	1985		ei		D2007
Keskusta	2h,avokeittiö	kt	4200	17000	405	1974	1/3	ei		C2007
Keskusta	2h,k,s	rt	6000	45000	750	1990	1/1	ei		
Keskusta	2h,kk	rt	5700	33000	579	1972		ei		B2007
Keskusta	2h,k,kph/wc,vh,p	kt	5800	17700	305	1977	3/3	ei		C2007
Keskusta	2h,k,kph/wc,p	kt	6100	29000	475	1977	3/3	ei		C2007
Keskusta	3h,bk,kph/wc,p	kt	6000	39000	650	1975	2/3	ei		
Keskusta	3h,k,s	kt	7800	72000	923	1999	4/4	on		A2007
