Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Vanhakoivisto	1h,kk	rt	3000	32000	1067	1972		ei		F2013
Sampola	1h,kk	kt	3100	19475	628	1976		ei		
Sampola	1h,kk	kt	3100	19475	628	1976		ei		
Sampola	1h,kk	kt	3100	19475	628	1974		ei		
Sampola	1h,kk	kt	3100	19475	628	1978		ei		
Sampola	1h,kk	kt	3100	19475	628	1974		ei		
Sampola	1h,kk	kt	3100	21474	693	1974		ei		
Sampola	1h,kk	kt	3100	32000	1032	1976		ei		
Sampola	1h,kk	kt	3100	42020	1355	1974		ei		
Sampola	1h	kt	3800	23873	628	1975		ei		
Sampola	1h, kk, kh	kt	3100	37489	1209	1976	5/7	on	tyyd.	F
Vanhakoivisto	2h+k	rt	5500	47000	855	1972		ei		F2013
Sampola	2h,kk	kt	5300	22500	425	1974	3/7	on		F2013
Sampola	2h,k,kph	kt	6000	35000	583	1976	2/7	on		F2013
Sampola	2h, k, kh, p	kt	6000	26000	433	1978	3/7	on	tyyd.	C2007
Sampola	2h, k, kh, p	kt	6000	30000	500	1978	7/7	on	tyyd.	F2013
Sampola	2h,k	kt	5900	28000	475	1980	7/7	on		D2018
Sampola	2h, k	kt	6000	35000	583	1975	5/7	on	hyvä	F
Sampola	2h+k+kph+lasit.p	kt	6000	17500	292	1976		on		F2013
Sampola	2h+k+p	kt	5800	31500	543	1980	5/7	on	tyyd.	D2013
Sampola	2h,kk	kt	5100	31726	622	1976		ei		
Sampola	2h,kk	kt	5100	31726	622	1976		ei		
Sampola	2h,kk	kt	5100	31726	622	1974		ei		
Sampola	2h,k	kt	6000	37696	628	1974		ei		
Sampola	2h, k	kt	6000	44329	739	1974	2/7	on		
Sampola	2 h, k, p	kt	6000	34000	567	1978	5/7	on	tyyd.	F
Vanhakoivisto	3h,k,s-tilat, a...	rt	10000	22500	225	1969		ei		
Vanhakoivisto	oh, k, wc, et, ...	rt	6900	162000	2348	2013	1/2	ei	hyvä	
Sampola	3h,k	kt	8000	52234	653	1976		ei		
Sampola	3h+k+lasitettu ...	kt	8000	32000	400	1976	1/7	on	huono	F2013
Sampola	3h,k	kt	7400	45000	608	1974	5/7	on	hyvä	F2013
