Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Kankaantaka	2h, k, s, kph, ...	rt	5150	103000	2000	1963	1/2	ei	hyvä	F2013
Kankaantaka	2h,k,s	rt	6300	119000	1889	1990	1/1	ei		D2007
Kankaantaka	2h, k, kph, s, ...	rt	6250	137000	2192	2006	1/1	ei	hyvä	E2007
Ilkan alue	2h+k+sauna+kph+...	kt	6250	86000	1376	1986	1/3	ei	hyvä	
Kankaantaka	2h,k	kt	5500	74250	1350	1960	1/3	ei	hyvä	G2013
Kankaantaka	2h,k,s,p	kt	6000	167000	2783	2012	1/4	on	hyvä	B2013
Ilkan alue	3h,k,kph,s,vh,p	kt	7750	112277	1449	1984	3/3	ei	hyvä	D2007
Kankaantaka	3h+k+s	rt	8800	150000	1705	1990		ei		D2018
Välimaa	4h, k, khh/puku...	ok	10050	321000	3194	2018	1/1	ei	hyvä	B2018
Kankaantaka	4h,k,khh,2wc,ps...	rt	9200	182000	1978	1989	1/1	ei	hyvä	F2013
Kankaantaka	oloh.,k, 3 h, w...	ok	14100	150000	1064	1961	3/3	ei	tyyd.	
Kankaantaka	5h, k, rt, wc, ...	ok	16500	165000	1000	1965	-1/1	ei	tyyd.	
Välimaa	4h, k, khh/puku...	ok	9150	292000	3191	2018	1/1	ei	hyvä	B2018
Kankaantaka	5h,k,kph,2xwc,s...	ok	14700	358000	2435	2004		ei		
Välimaa	4h, k, khh/puku...	ok	9150	292000	3191	2018	1/1	ei	hyvä	B2018
