Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Riihelä	2h,k,kph,s,var	rt	5850	68500	1171	1978	1/1	ei	tyyd.	
Riihelä	avok,/oh, mh, p...	kt	4500	62000	1378	1984	2/2	ei	hyvä	F2007
Riihelä	2h, k, s	rt	5750	65000	1130	1978	1/1	ei	tyyd.	E2007
Riihelä	3h,k,kph,s,wc,vh,p	rt	8600	72000	837	1983	1/2	ei	huono	C2007
Pirttiharju	3h+k/th+s+khh+a...	rt	16100	178000	1106	1994	3/3	ei	hyvä	C2013
Riihelä	3h,k,kph,s,terassi	rt	7700	102000	1325	1987	1/1	ei	tyyd.	E2007
Riihelä	4h, k, s, kph, ...	rt	10950	125500	1146	1978	1/1	ei	hyvä	
Pirttiharju	5h, k, s, tkh, ...	ok	18950	390000	2058	2010	-1/2	ei	hyvä	A2007
Pirttiharju	5 h, k, s, khh,...	ok	15200	342000	2250	2006	-1/1	ei	hyvä	
Riihelä	2-3mh,oh,k,wc,k...	rt	9900	130000	1313	1978	1/2	ei	hyvä	
Pirttiharju	4h, th, k, saun...	ok	14500	185000	1276	1989	1/1	ei	hyvä	D2018
Riihelä	4h,k,s,kph,wc,v...	rt	11000	112000	1018	1978	1/2	ei	tyyd.	E2007
